service_id,date,exception_type
21190,20231231,1
24219,20240101,2
24219,20230501,2
24219,20230504,2
24219,20230623,2
24219,20230624,2
24219,20231118,2
24219,20231224,2
24219,20231225,2
24219,20231226,2
24219,20231231,2
21831,20240101,1
21831,20230501,1
21831,20230504,1
21831,20230623,1
21831,20230624,1
21831,20231118,1
21831,20231224,1
21831,20231225,1
21831,20231226,1
21831,20231231,1
24300,20240101,2
24300,20230501,2
24300,20230504,2
24300,20230623,2
24300,20230624,2
24300,20231118,2
24300,20231224,2
24300,20231225,2
24300,20231226,2
24300,20231231,2
20901,20240101,2
20901,20230501,2
20901,20230504,2
20901,20230623,2
20901,20230624,2
20901,20231118,2
20901,20231224,2
20901,20231225,2
20901,20231226,2
20901,20231231,2
22121,20240101,1
22121,20230501,1
22121,20230504,1
22121,20230623,1
22121,20230624,1
22121,20231118,1
22121,20231224,1
22121,20231225,1
22121,20231226,1
22121,20231231,1
23369,20240101,2
23369,20230501,2
23369,20230504,2
23369,20230623,2
23369,20230624,2
23369,20231118,2
23369,20231224,2
23369,20231225,2
23369,20231226,2
23369,20231231,2
23032,20240101,2
23032,20230501,2
23032,20230504,2
23032,20230623,2
23032,20230624,2
23032,20231118,2
23032,20231224,2
23032,20231225,2
23032,20231226,2
23032,20231231,2
24534,20240101,1
24534,20230501,1
24534,20230504,1
24534,20230623,1
24534,20230624,1
24534,20231118,1
24534,20231224,1
24534,20231225,1
24534,20231226,1
24534,20231231,1
24533,20240101,2
24533,20230501,2
24533,20230504,2
24533,20230623,2
24533,20230624,2
24533,20231118,2
24533,20231224,2
24533,20231225,2
24533,20231226,2
24533,20231231,2
23302,20240101,1
23302,20230501,1
23302,20230504,1
23302,20230623,1
23302,20230624,1
23302,20231118,1
23302,20231224,1
23302,20231225,1
23302,20231226,1
23302,20231231,1
23285,20240101,2
23285,20230501,2
23285,20230504,2
23285,20230623,2
23285,20230624,2
23285,20231118,2
23285,20231224,2
23285,20231225,2
23285,20231226,2
23285,20231231,2
23286,20240101,2
23286,20230501,2
23286,20230504,2
23286,20230623,2
23286,20230624,2
23286,20231118,2
23286,20231224,2
23286,20231225,2
23286,20231226,2
23286,20231231,2
23303,20240101,1
23303,20230501,1
23303,20230504,1
23303,20230623,1
23303,20230624,1
23303,20231118,1
23303,20231224,1
23303,20231225,1
23303,20231226,1
23303,20231231,1
7523,20240101,1
7523,20230501,1
7523,20230504,1
7523,20230623,1
7523,20230624,1
7523,20231118,1
7523,20231224,1
7523,20231225,1
7523,20231226,1
7523,20231231,1
22778,20240101,2
22778,20230501,2
22778,20230504,2
22778,20230623,2
22778,20230624,2
22778,20231118,2
22778,20231224,2
22778,20231225,2
22778,20231226,2
22778,20231231,2
22103,20240101,1
22103,20230501,1
22103,20230504,1
22103,20230623,1
22103,20230624,1
22103,20231118,1
22103,20231224,1
22103,20231225,1
22103,20231226,1
22103,20231231,1
22102,20240101,2
22102,20230501,2
22102,20230504,2
22102,20230623,2
22102,20230624,2
22102,20231118,2
22102,20231224,2
22102,20231225,2
22102,20231226,2
22102,20231231,2
19699,20240101,1
19699,20230501,1
19699,20230504,1
19699,20230623,1
19699,20230624,1
19699,20231118,1
19699,20231224,1
19699,20231225,1
19699,20231226,1
19699,20231231,1
19698,20240101,2
19698,20230501,2
19698,20230504,2
19698,20230623,2
19698,20230624,2
19698,20231118,2
19698,20231224,2
19698,20231225,2
19698,20231226,2
19698,20231231,2
23193,20240101,1
23193,20230501,1
23193,20230504,1
23193,20230623,1
23193,20230624,1
23193,20231118,1
23193,20231224,1
23193,20231225,1
23193,20231226,1
23193,20231231,1
24157,20240101,2
24157,20230501,2
24157,20230504,2
24157,20230623,2
24157,20230624,2
24157,20231118,2
24157,20231224,2
24157,20231225,2
24157,20231226,2
24157,20231231,2
24158,20240101,2
24158,20230501,2
24158,20230504,2
24158,20230623,2
24158,20230624,2
24158,20231118,2
24158,20231224,2
24158,20231225,2
24158,20231226,2
24158,20231231,2
22268,20240101,2
22268,20230501,2
22268,20230504,2
22268,20230623,2
22268,20230624,2
22268,20231118,2
22268,20231224,2
22268,20231225,2
22268,20231226,2
22268,20231231,2
24397,20240101,1
24397,20230501,1
24397,20230504,1
24397,20230623,1
24397,20230624,1
24397,20231118,1
24397,20231224,1
24397,20231225,1
24397,20231226,1
24397,20231231,1
20780,20240101,2
20780,20230501,2
20780,20230504,2
20780,20230623,2
20780,20230624,2
20780,20231118,2
20780,20231224,2
20780,20231225,2
20780,20231226,2
20780,20231231,2
23472,20240101,2
23472,20230501,2
23472,20230504,2
23472,20230623,2
23472,20230624,2
23472,20231118,2
23472,20231224,2
23472,20231225,2
23472,20231226,2
23472,20231231,2
22877,20240101,2
22877,20230501,2
22877,20230504,2
22877,20230623,2
22877,20230624,2
22877,20231118,2
22877,20231224,2
22877,20231225,2
22877,20231226,2
22877,20231231,2
21974,20240101,1
21974,20230501,1
21974,20230504,1
21974,20230623,1
21974,20230624,1
21974,20231118,1
21974,20231224,1
21974,20231225,1
21974,20231226,1
21974,20231231,1
23639,20240101,2
23639,20230501,2
23639,20230504,2
23639,20230623,2
23639,20230624,2
23639,20231118,2
23639,20231224,2
23639,20231225,2
23639,20231226,2
23639,20231231,2
23139,20240101,1
23139,20230501,1
23139,20230504,1
23139,20230623,1
23139,20230624,1
23139,20231118,1
23139,20231224,1
23139,20231225,1
23139,20231226,1
23139,20231231,1
21998,20240101,2
21998,20230501,2
21998,20230504,2
21998,20230623,2
21998,20230624,2
21998,20231118,2
21998,20231224,2
21998,20231225,2
21998,20231226,2
21998,20231231,2
21139,20240101,1
21139,20230501,1
21139,20230504,1
21139,20230623,1
21139,20230624,1
21139,20231118,1
21139,20231224,1
21139,20231225,1
21139,20231226,1
21139,20231231,1
24540,20240101,1
24540,20230501,1
24540,20230504,1
24540,20230623,1
24540,20230624,1
24540,20231118,1
24540,20231224,1
24540,20231225,1
24540,20231226,1
24540,20231231,1
24539,20240101,2
24539,20230501,2
24539,20230504,2
24539,20230623,2
24539,20230624,2
24539,20231118,2
24539,20231224,2
24539,20231225,2
24539,20231226,2
24539,20231231,2
23155,20240101,1
23155,20230501,1
23155,20230504,1
23155,20230623,1
23155,20230624,1
23155,20231118,1
23155,20231224,1
23155,20231225,1
23155,20231226,1
23155,20231231,1
23146,20240101,2
23146,20230501,2
23146,20230504,2
23146,20230623,2
23146,20230624,2
23146,20231118,2
23146,20231224,2
23146,20231225,2
23146,20231226,2
23146,20231231,2
23900,20240101,2
23900,20230501,2
23900,20230504,2
23900,20230623,2
23900,20230624,2
23900,20231118,2
23900,20231224,2
23900,20231225,2
23900,20231226,2
23900,20231231,2
21107,20240101,2
21107,20230501,2
21107,20230504,2
21107,20230623,2
21107,20230624,2
21107,20231118,2
21107,20231224,2
21107,20231225,2
21107,20231226,2
21107,20231231,2
22919,20240101,2
22919,20230501,2
22919,20230504,2
22919,20230623,2
22919,20230624,2
22919,20231118,2
22919,20231224,2
22919,20231225,2
22919,20231226,2
22919,20231231,2
22118,20240101,1
22118,20230501,1
22118,20230504,1
22118,20230623,1
22118,20230624,1
22118,20231118,1
22118,20231224,1
22118,20231225,1
22118,20231226,1
22118,20231231,1
23145,20240101,2
23145,20230501,2
23145,20230504,2
23145,20230623,2
23145,20230624,2
23145,20231118,2
23145,20231224,2
23145,20231225,2
23145,20231226,2
23145,20231231,2
23179,20240101,1
23179,20230501,1
23179,20230504,1
23179,20230623,1
23179,20230624,1
23179,20231118,1
23179,20231224,1
23179,20231225,1
23179,20231226,1
23179,20231231,1
23340,20240101,2
23340,20230501,2
23340,20230504,2
23340,20230623,2
23340,20230624,2
23340,20231118,2
23340,20231224,2
23340,20231225,2
23340,20231226,2
23340,20231231,2
24542,20240101,1
24542,20230501,1
24542,20230504,1
24542,20230623,1
24542,20230624,1
24542,20231118,1
24542,20231224,1
24542,20231225,1
24542,20231226,1
24542,20231231,1
23181,20240101,2
23181,20230501,2
23181,20230504,2
23181,20230623,2
23181,20230624,2
23181,20231118,2
23181,20231224,2
23181,20231225,2
23181,20231226,2
23181,20231231,2
22129,20240101,1
22129,20230501,1
22129,20230504,1
22129,20230623,1
22129,20230624,1
22129,20231118,1
22129,20231224,1
22129,20231225,1
22129,20231226,1
22129,20231231,1
24115,20240101,2
24115,20230501,2
24115,20230504,2
24115,20230623,2
24115,20230624,2
24115,20231118,2
24115,20231224,2
24115,20231225,2
24115,20231226,2
24115,20231231,2
23422,20240101,2
23422,20230501,2
23422,20230504,2
23422,20230623,2
23422,20230624,2
23422,20231118,2
23422,20231224,2
23422,20231225,2
23422,20231226,2
23422,20231231,2
23424,20240101,1
23424,20230501,1
23424,20230504,1
23424,20230623,1
23424,20230624,1
23424,20231118,1
23424,20231224,1
23424,20231225,1
23424,20231226,1
23424,20231231,1
23421,20240101,2
23421,20230501,2
23421,20230504,2
23421,20230623,2
23421,20230624,2
23421,20231118,2
23421,20231224,2
23421,20231225,2
23421,20231226,2
23421,20231231,2
23423,20240101,1
23423,20230501,1
23423,20230504,1
23423,20230623,1
23423,20230624,1
23423,20231118,1
23423,20231224,1
23423,20231225,1
23423,20231226,1
23423,20231231,1
23117,20240101,1
23117,20230501,1
23117,20230504,1
23117,20230623,1
23117,20230624,1
23117,20231118,1
23117,20231224,1
23117,20231225,1
23117,20231226,1
23117,20231231,1
23339,20240101,2
23339,20230501,2
23339,20230504,2
23339,20230623,2
23339,20230624,2
23339,20231118,2
23339,20231224,2
23339,20231225,2
23339,20231226,2
23339,20231231,2
23494,20240101,1
23494,20230501,1
23494,20230504,1
23494,20230623,1
23494,20230624,1
23494,20231118,1
23494,20231224,1
23494,20231225,1
23494,20231226,1
23494,20231231,1
23492,20240101,2
23492,20230501,2
23492,20230504,2
23492,20230623,2
23492,20230624,2
23492,20231118,2
23492,20231224,2
23492,20231225,2
23492,20231226,2
23492,20231231,2
24541,20240101,1
24541,20230501,1
24541,20230504,1
24541,20230623,1
24541,20230624,1
24541,20231118,1
24541,20231224,1
24541,20231225,1
24541,20231226,1
24541,20231231,1
23180,20240101,2
23180,20230501,2
23180,20230504,2
23180,20230623,2
23180,20230624,2
23180,20231118,2
23180,20231224,2
23180,20231225,2
23180,20231226,2
23180,20231231,2
24116,20240101,2
24116,20230501,2
24116,20230504,2
24116,20230623,2
24116,20230624,2
24116,20231118,2
24116,20231224,2
24116,20231225,2
24116,20231226,2
24116,20231231,2
21124,20240101,1
21124,20230501,1
21124,20230504,1
21124,20230623,1
21124,20230624,1
21124,20231118,1
21124,20231224,1
21124,20231225,1
21124,20231226,1
21124,20231231,1
23154,20240101,1
23154,20230501,1
23154,20230504,1
23154,20230623,1
23154,20230624,1
23154,20231118,1
23154,20231224,1
23154,20231225,1
23154,20231226,1
23154,20231231,1
23152,20240101,2
23152,20230501,2
23152,20230504,2
23152,20230623,2
23152,20230624,2
23152,20231118,2
23152,20231224,2
23152,20231225,2
23152,20231226,2
23152,20231231,2
21127,20240101,2
21127,20230501,2
21127,20230504,2
21127,20230623,2
21127,20230624,2
21127,20231118,2
21127,20231224,2
21127,20231225,2
21127,20231226,2
21127,20231231,2
21128,20240101,1
21128,20230501,1
21128,20230504,1
21128,20230623,1
21128,20230624,1
21128,20231118,1
21128,20231224,1
21128,20231225,1
21128,20231226,1
21128,20231231,1
23427,20240101,1
23427,20230501,1
23427,20230504,1
23427,20230623,1
23427,20230624,1
23427,20231118,1
23427,20231224,1
23427,20231225,1
23427,20231226,1
23427,20231231,1
23413,20240101,2
23413,20230501,2
23413,20230504,2
23413,20230623,2
23413,20230624,2
23413,20231118,2
23413,20231224,2
23413,20231225,2
23413,20231226,2
23413,20231231,2
23428,20240101,1
23428,20230501,1
23428,20230504,1
23428,20230623,1
23428,20230624,1
23428,20231118,1
23428,20231224,1
23428,20231225,1
23428,20231226,1
23428,20231231,1
23419,20240101,2
23419,20230501,2
23419,20230504,2
23419,20230623,2
23419,20230624,2
23419,20231118,2
23419,20231224,2
23419,20231225,2
23419,20231226,2
23419,20231231,2
